Tool;Model;RunIndex;PhaseName;MetricName;MetricValue
RelationalRAGSolutionOBDT-H;GeneratedI4O2Seed42.ttmodel;0;Run;Time;3007271
RelationalRAGSolutionOBDT-H;GeneratedI4O2Seed42.ttmodel;0;Run;Memory;2556952
RelationalRAGSolutionOBDT-H;GeneratedI4O2Seed42.ttmodel;0;Run;DecisionNodes;15
RelationalRAGSolutionOBDT-H;GeneratedI4O2Seed42.ttmodel;0;Run;AssignmentNodes;16
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Initialization;Time;48346
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Initialization;Memory;4884664
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Load;Time;69543728
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Load;Memory;4884984
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Run;Time;4962800
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Run;Memory;4709136
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Run;DecisionNodes;255
RelationalRAGSolutionOBDT-H;GeneratedI8O2Seed68.ttmodel;0;Run;AssignmentNodes;256
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Initialization;Time;56052
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Initialization;Memory;4883088
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Load;Time;69087810
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Load;Memory;5297688
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Run;Time;5371792
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Run;Memory;5170520
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Run;DecisionNodes;255
RelationalRAGSolutionOBDT-H;GeneratedI8O4Seed68.ttmodel;0;Run;AssignmentNodes;256
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Initialization;Time;45114
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Initialization;Memory;4884352
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Load;Time;104450817
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Load;Memory;12886016
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Run;Time;8021631
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Run;Memory;13102664
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Run;DecisionNodes;1023
RelationalRAGSolutionOBDT-H;GeneratedI10O2Seed68.ttmodel;0;Run;AssignmentNodes;1024
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Initialization;Time;46907
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Initialization;Memory;4884744
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Load;Time;254965991
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Load;Memory;50290792
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Run;Time;17715209
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Run;Memory;52003024
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Run;DecisionNodes;4095
RelationalRAGSolutionOBDT-H;GeneratedI12O2Seed7634.ttmodel;0;Run;AssignmentNodes;4096
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Initialization;Time;47332
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Initialization;Memory;4884576
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Load;Time;661116740
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Load;Memory;247149072
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Run;Time;51249595
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Run;Memory;257375432
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Run;DecisionNodes;16383
RelationalRAGSolutionOBDT-H;GeneratedI14O4Seed7634.ttmodel;0;Run;AssignmentNodes;16384
